Div,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,BOH,BOD,BOA
E0,Man United,Newcastle,2,0,24,3,11,3,1.3,4.33,13
E0,Tottenham,Portsmouth,2,1,8,9,6,6,1.8,3.25,4.5
E0,West Ham,Reading,0,1,13,2,8,1,1.9,3.25,4
E0,Watford,Fulham,3,3,9,9,4,3,2.4,3.2,2.87
E0,Arsenal,Watford,3,0,15,9,7,3,1.16,6.5,15
E0,Aston Villa,Tottenham,1,1,12,10,6,5,2.25,3.1,3.2
E0,Liverpool,Blackburn,1,1,18,5,9,3,1.44,4,7.5
E0,Man City,Sheffield United,0,0,14,7,6,3,1.66,3.6,5
E0,Middlesbrough,Everton,2,1,9,12,6,8,2.6,3.1,2.7
E0,Portsmouth,West Ham,2,0,18,6,6,3,2,3.2,3.75
E0,Reading,Chelsea,0,1,5,7,0,4,7.5,4.33,1.4
E0,Wigan,Man United,1,3,6,12,2,5,6,3.8,1.53
E0,Newcastle,Bolton,1,2,10,7,3,5,2.25,3.2,3.1
E0,Fulham,Charlton,2,1,11,10,6,3,2.1,3.1,3.6
E0,Aston Villa,Fulham,1,1,3,5,1,2,1.72,3.4,5
E0,Charlton,Watford,0,0,16,8,8,3,1.9,3.25,4
E0,Chelsea,Portsmouth,2,1,26,10,18,1,1.28,5,10
E0,Everton,Sheffield United,2,0,13,10,5,4,1.57,3.5,6.5
E0,Wigan,Man City,4,0,12,9,5,4,2.3,3.1,3.1
E0,Blackburn,Bolton,0,1,24,8,11,7,2.37,3.1,2.75
E0,Man United,Liverpool,2,0,10,13,8,5,1.9,3.25,4
E0,Middlesbrough,Newcastle,1,0,19,13,8,4,2.4,3.1,2.87
E0,Reading,Arsenal,0,4,3,16,1,9,5.5,3.6,1.61
E0,Tottenham,West Ham,1,0,13,5,5,2,1.8,3.3,4.5
E0,Arsenal,Everton,1,1,26,2,12,2,1.4,4,9
E0,Bolton,Man United,0,4,8,15,3,10,4.33,3.3,1.83
E0,Fulham,Wigan,0,1,4,15,1,7,2.1,3.25,3.4
E0,Liverpool,Aston Villa,3,1,19,7,6,5,1.53,3.6,6.5
E0,Newcastle,Charlton,0,0,20,8,10,4,1.8,3.3,4.5
E0,Portsmouth,Reading,3,1,18,8,12,4,1.8,3.3,4.5
E0,Sheffield United,Chelsea,0,2,6,10,2,7,12,4.5,1.3
E0,Watford,Tottenham,0,0,9,11,2,8,3.6,3.3,2
E0,West Ham,Blackburn,2,1,9,13,5,7,2.5,3.2,2.75
E0,Man City,Middlesbrough,1,0,14,4,5,0,2.37,3.1,3
E0,Bolton,Wigan,0,1,13,9,5,3,1.9,3.25,4
E0,Charlton,Man City,1,0,18,15,11,9,2.3,3.1,3.1
E0,Fulham,Everton,1,0,5,5,3,3,2.8,3.1,2.5
E0,Liverpool,Reading,2,0,21,5,10,2,1.33,4.5,9.5
E0,Man United,Portsmouth,3,0,18,8,11,5,1.3,5,9
E0,Newcastle,Sheffield United,0,1,11,12,3,6,1.72,3.4,5
E0,Watford,Middlesbrough,2,0,14,5,6,2,2.6,3,2.8
E0,Aston Villa,Blackburn,2,0,8,5,5,3,2,3.2,3.75
E0,Tottenham,Chelsea,2,1,8,17,3,10,5,3.4,1.72
E0,West Ham,Arsenal,1,0,11,11,5,5,5.5,3.6,1.61
E0,Blackburn,Man United,0,1,9,14,4,7,5.5,3.6,1.61
E0,Chelsea,Watford,4,0,14,2,8,1,1.12,7,23
E0,Everton,Aston Villa,0,1,10,17,4,9,2,3.2,3.75
E0,Man City,Newcastle,0,0,15,8,8,3,2.1,3.2,3.5
E0,Middlesbrough,West Ham,1,0,11,11,8,7,2.2,3.2,3.25
E0,Portsmouth,Fulham,1,1,23,7,12,4,1.83,3.3,4.33
E0,Sheffield United,Bolton,2,2,8,6,4,4,2.9,3.2,2.37
E0,Wigan,Charlton,3,2,8,7,5,4,1.9,3.25,4
E0,Arsenal,Liverpool,3,0,7,10,7,4,2,3.2,3.75
E0,Reading,Tottenham,3,1,8,9,4,3,3.1,3.2,2.25
E0,Arsenal,Newcastle,1,1,23,2,10,1,1.25,5,13
E0,Chelsea,West Ham,1,0,19,7,9,1,1.18,5.75,17
E0,Everton,Bolton,1,0,9,13,2,2,2.4,3.2,2.87
E0,Man City,Fulham,3,1,15,7,7,2,2.1,3.2,3.5
E0,Middlesbrough,Liverpool,0,0,1,17,1,10,3.75,3.2,2
E0,Portsmouth,Watford,2,1,17,8,11,4,1.61,3.6,5.5
E0,Reading,Charlton,2,0,11,4,4,2,1.9,3.25,4
E0,Sheffield United,Man United,1,2,5,22,3,15,9,4.33,1.36
E0,Blackburn,Tottenham,1,1,6,13,3,5,2.4,3.2,2.87
E0,Wigan,Aston Villa,0,0,14,7,5,3,2.37,3.2,2.9
E0,Aston Villa,Middlesbrough,1,1,11,9,4,4,1.8,3.3,4.5
E0,Bolton,Arsenal,3,1,10,14,8,7,3.6,3.3,2
E0,Charlton,Everton,1,1,16,9,8,6,2.7,3.25,2.5
E0,Fulham,Reading,0,1,10,8,4,2,2.2,3.1,3.3
E0,Liverpool,Man City,1,0,12,6,6,2,1.44,3.75,8.5
E0,West Ham,Sheffield United,1,0,12,13,7,5,1.8,3.3,4.5
E0,Man United,Chelsea,1,1,8,13,5,7,2.5,3.1,2.8
E0,Newcastle,Portsmouth,1,0,13,7,10,2,2.3,3.1,3.1
E0,Tottenham,Wigan,3,1,11,10,6,5,1.8,3.3,4.5
E0,Watford,Sheffield United,0,1,9,17,6,7,2.2,3.1,3.3
E0,Aston Villa,Man City,1,3,6,11,4,8,1.83,3.3,4.33
E0,Bolton,Chelsea,0,1,9,16,3,10,5,3.6,1.66
E0,Fulham,Arsenal,2,1,13,7,7,2,6,3.6,1.57
E0,Liverpool,Portsmouth,0,0,15,3,4,1,1.44,4,7.5
E0,Man United,Everton,3,0,18,7,6,4,1.33,4.5,9.5
E0,Arsenal,Tottenham,3,0,6,7,5,4,1.66,3.5,5
E0,Blackburn,Fulham,2,0,10,4,6,2,1.9,3.25,4
E0,Middlesbrough,Man United,1,2,13,11,5,7,6,3.6,1.57
E0,Portsmouth,Aston Villa,2,2,18,8,6,4,2.2,3.2,3.25
E0,Reading,Bolton,1,0,10,12,3,7,2.4,3.2,2.87
E0,Sheffield United,Charlton,2,1,26,8,10,4,2.2,3.1,3.3
E0,Wigan,Liverpool,0,4,15,9,6,6,3.75,3.2,2
E0,Everton,West Ham,2,0,8,16,5,11,1.9,3.25,4
E0,Man City,Watford,0,0,14,6,12,4,1.57,3.6,6
E0,Charlton,Blackburn,1,0,13,5,10,3,2.5,3.1,2.8
E0,Tottenham,Middlesbrough,2,1,22,6,11,3,1.72,3.4,5
E0,Newcastle,Reading,3,2,14,14,8,5,1.9,3.25,4
E0,West Ham,Wigan,0,2,13,9,6,4,2,3.3,3.6
E0,Blackburn,Newcastle,1,3,13,16,7,8,2.15,3.25,3.4
E0,Bolton,West Ham,4,0,17,3,10,1,1.75,3.3,5
E0,Liverpool,Fulham,4,0,32,5,19,3,1.33,4.5,9.5
E0,Man United,Man City,3,1,20,15,11,7,1.36,4.33,9
E0,Middlesbrough,Wigan,1,1,13,8,7,3,2.05,3.2,3.6
E0,Portsmouth,Everton,2,0,13,12,8,5,2.2,3.2,3.25
E0,Tottenham,Charlton,5,1,13,12,9,3,1.53,4,6
E0,Watford,Reading,0,0,8,6,5,1,2.6,3.2,2.62
E0,Chelsea,Arsenal,1,1,20,11,7,4,1.72,3.4,5
E0,Sheffield United,Aston Villa,2,2,16,7,10,5,2.62,3.2,2.6
E0,Chelsea,Newcastle,1,0,15,6,8,1,1.2,6,13
E0,Wigan,Arsenal,0,1,15,9,7,3,4.75,3.5,1.72
E0,Arsenal,Portsmouth,2,2,14,7,8,5,1.4,4.33,7.5
E0,Aston Villa,Bolton,0,1,15,7,9,3,2.4,3.2,2.87
E0,Charlton,Liverpool,0,3,7,22,2,10,6,3.8,1.53
E0,Newcastle,Watford,2,1,11,11,6,8,1.72,3.4,5
E0,Reading,Blackburn,1,2,10,10,5,7,2.1,3.25,3.4
E0,Wigan,Sheffield United,0,1,14,11,6,7,1.8,3.4,4.33
E0,Everton,Chelsea,2,3,3,18,1,9,5.5,3.8,1.57
E0,Man City,Tottenham,1,2,10,11,4,7,2.5,3.2,2.75
E0,West Ham,Man United,1,0,10,19,4,11,6.5,4,1.44
E0,Fulham,Middlesbrough,2,1,11,16,6,10,2.25,3.2,3.1
E0,Arsenal,Blackburn,6,2,18,11,12,7,1.33,4.5,9.5
E0,Aston Villa,Man United,0,3,11,14,3,10,5.5,3.6,1.61
E0,Fulham,West Ham,0,0,11,13,7,4,2.37,3.25,2.87
E0,Liverpool,Watford,2,0,15,7,10,4,1.2,6,13
E0,Man City,Bolton,0,2,5,9,3,3,2.4,3.25,2.87
E0,Middlesbrough,Charlton,2,0,16,8,9,6,1.72,3.4,5
E0,Newcastle,Tottenham,3,1,12,17,9,6,2.5,3.2,2.75
E0,Portsmouth,Sheffield United,3,1,13,11,6,6,1.66,3.6,5
E0,Reading,Everton,0,2,11,10,7,7,2.3,3.25,3
E0,Wigan,Chelsea,2,3,14,8,6,5,7.5,4.33,1.4
E0,Blackburn,Liverpool,1,0,8,18,4,12,4.2,3.4,1.83
E0,Bolton,Newcastle,2,1,10,10,7,5,1.9,3.3,4
E0,Chelsea,Reading,2,2,16,6,5,1,1.18,6,15
E0,Everton,Middlesbrough,0,0,10,7,4,2,1.83,3.25,4.5
E0,Man United,Wigan,3,1,17,6,8,3,1.18,6,15
E0,Sheffield United,Man City,0,1,19,11,13,8,2.3,3.25,3
E0,Tottenham,Aston Villa,2,1,12,9,10,7,1.8,3.2,4.75
E0,Watford,Arsenal,1,2,6,16,3,8,8,4.2,1.4
E0,West Ham,Portsmouth,1,2,14,12,7,6,2.25,3.2,3.1
E0,Charlton,Fulham,2,2,12,15,7,9,2.5,3.25,2.7
E0,Blackburn,Middlesbrough,2,1,14,8,7,5,2,3.2,3.75
E0,Bolton,Portsmouth,3,2,12,14,7,7,2,3.2,3.75
E0,Charlton,Aston Villa,2,1,14,6,8,2,2.6,3.2,2.62
E0,Chelsea,Fulham,2,2,15,11,4,6,1.14,6.5,21
E0,Everton,Newcastle,3,0,16,7,9,3,2.1,3.25,3.4
E0,Man United,Reading,3,2,28,7,12,3,1.2,6,13
E0,Sheffield United,Arsenal,1,0,11,9,5,4,6,4,1.5
E0,Tottenham,Liverpool,0,1,9,10,3,5,2.6,3.2,2.62
E0,West Ham,Man City,0,1,12,7,6,5,2.1,3.2,3.5
E0,Fulham,Watford,0,0,16,13,4,5,1.66,3.4,5.5
E0,Liverpool,Bolton,3,0,19,1,9,0,1.61,3.4,6
E0,Man City,Everton,2,1,11,15,7,5,2.37,3.2,2.9
E0,Middlesbrough,Sheffield United,3,1,13,6,7,3,1.8,3.4,4.5
E0,Newcastle,Man United,2,2,8,20,8,8,6.5,3.75,1.53
E0,Portsmouth,Tottenham,1,1,15,9,9,7,2.4,3.2,2.87
E0,Reading,West Ham,6,0,18,9,9,3,2.1,3.2,3.5
E0,Wigan,Blackburn,0,3,14,8,5,5,2.37,3.2,2.9
E0,Arsenal,Charlton,4,0,16,4,10,2,1.22,5.5,13
E0,Aston Villa,Chelsea,0,0,4,22,2,12,6.5,3.75,1.53
E0,Blackburn,Arsenal,0,2,13,6,7,4,4.2,3.4,1.83
E0,Bolton,Man City,0,0,8,7,4,0,1.8,3.25,4.75
E0,Charlton,Middlesbrough,1,3,16,12,9,9,2.5,3.2,2.75
E0,Chelsea,Wigan,4,0,12,2,6,1,1.2,6,13
E0,Man United,Aston Villa,3,1,27,7,17,5,1.25,5.5,11
E0,Sheffield United,Portsmouth,1,1,6,13,3,6,2.6,3.2,2.62
E0,Watford,Liverpool,0,3,8,22,4,13,6.5,3.75,1.53
E0,West Ham,Fulham,3,3,10,9,7,6,2.1,3.3,3.4
E0,Everton,Reading,1,1,14,7,7,3,2,3.2,3.75
E0,Tottenham,Newcastle,2,3,25,12,17,7,1.8,3.4,4.5
E0,Aston Villa,Watford,2,0,17,11,6,6,1.57,3.6,6
E0,Fulham,Tottenham,1,1,9,9,3,4,2.87,3.2,2.4
E0,Liverpool,Chelsea,2,0,17,11,8,3,2.87,3,2.5
E0,Man City,Blackburn,0,3,13,12,9,5,2.25,3.2,3.1
E0,Middlesbrough,Bolton,5,1,10,11,5,5,2.5,3.2,2.75
E0,Newcastle,West Ham,2,2,14,12,7,7,1.8,3.4,4.33
E0,Portsmouth,Charlton,0,1,9,8,3,5,1.57,3.8,5.5
E0,Reading,Sheffield United,3,1,17,4,10,1,1.83,3.3,4.33
E0,Arsenal,Man United,2,1,18,10,11,6,2.5,3.1,2.8
E0,Wigan,Everton,0,2,13,8,6,5,2.5,3.2,2.75
E0,Watford,Blackburn,2,1,15,15,7,3,3.4,3.25,2.1
E0,Portsmouth,Middlesbrough,0,0,15,3,4,3,1.9,3.3,4
E0,Reading,Wigan,3,2,19,21,12,14,1.8,3.3,4.5
E0,Sheffield United,Fulham,2,0,16,7,8,0,2.4,3.2,2.87
E0,West Ham,Liverpool,1,2,13,15,6,9,5,3.6,1.66
E0,Bolton,Charlton,1,1,12,4,7,2,1.5,4,6
E0,Chelsea,Blackburn,3,0,18,6,15,4,1.28,5,10
E0,Man United,Watford,4,0,21,2,10,1,1.14,7,17
E0,Newcastle,Aston Villa,3,1,8,14,4,9,2.1,3.2,3.5
E0,Aston Villa,West Ham,1,0,17,7,6,2,1.83,3.3,4.33
E0,Blackburn,Sheffield United,2,1,11,11,6,5,1.72,3.5,4.75
E0,Charlton,Chelsea,0,1,8,17,5,8,8,4.5,1.36
E0,Fulham,Newcastle,2,1,15,8,9,4,2.3,3.25,3
E0,Liverpool,Everton,0,0,25,6,10,4,1.57,3.6,6
E0,Man City,Reading,0,2,16,7,7,3,2.2,3.2,3.25
E0,Middlesbrough,Arsenal,1,1,3,11,1,4,4.33,3.4,1.8
E0,Watford,Bolton,0,1,7,7,3,4,3.25,3.2,2.2
E0,Wigan,Portsmouth,1,0,15,5,8,4,2.6,3.1,2.7
E0,Tottenham,Man United,0,4,10,12,5,7,4.75,3.5,1.72
E0,Chelsea,Middlesbrough,3,0,15,3,5,0,1.28,5,10
E0,Everton,Blackburn,1,0,15,8,8,4,2.1,3.2,3.5
E0,Man United,Charlton,2,0,18,8,11,2,1.14,7,19
E0,Newcastle,Liverpool,2,1,7,13,3,9,3.8,3.4,1.9
E0,Portsmouth,Man City,2,1,17,6,10,3,1.9,3.25,4
E0,Reading,Aston Villa,2,0,12,17,9,7,2.1,3.2,3.5
E0,Sheffield United,Tottenham,2,1,16,6,5,1,2.8,3.25,2.4
E0,West Ham,Watford,0,1,23,8,10,5,1.83,3.3,4.33
E0,Arsenal,Wigan,2,1,10,8,3,2,1.25,5,13
E0,Bolton,Fulham,2,1,7,7,4,6,1.66,3.6,5
E0,Everton,Tottenham,1,2,10,8,3,4,2.3,3.25,3
E0,Watford,Wigan,1,1,10,16,6,13,2.4,3.25,2.8
E0,Charlton,West Ham,4,0,12,11,5,8,2.3,3.25,3
E0,Fulham,Man United,1,2,16,16,6,8,7.5,4.33,1.4
E0,Liverpool,Sheffield United,4,0,8,6,4,2,1.3,4.75,8.5
E0,Middlesbrough,Reading,2,1,9,10,6,4,2.25,3.2,3.1
E0,Watford,Everton,0,3,11,13,3,5,3.1,3.2,2.25
E0,Blackburn,Portsmouth,3,0,13,13,11,6,2.3,3.1,3.1
E0,Tottenham,Bolton,4,1,14,10,10,6,2.1,3.25,3.4
E0,Wigan,Newcastle,1,0,7,5,4,2,2.5,3.25,2.7
E0,Arsenal,Reading,2,1,16,7,9,4,1.5,3.75,7
E0,Fulham,Aston Villa,1,1,13,9,7,4,2.37,3.2,2.9
E0,Liverpool,Man United,0,1,15,5,8,3,2.6,3.1,2.7
E0,Man City,Wigan,0,1,4,9,3,5,2,3.2,3.75
E0,Newcastle,Middlesbrough,0,0,11,7,8,4,2,3.2,3.75
E0,Portsmouth,Chelsea,0,2,8,10,5,5,6,3.75,1.5
E0,Sheffield United,Everton,1,1,8,7,6,2,2.6,3.2,2.62
E0,Watford,Charlton,2,2,14,13,10,5,2.5,3.1,2.8
E0,Bolton,Blackburn,1,2,15,10,10,2,2,3.2,3.75
E0,West Ham,Tottenham,3,4,12,12,6,7,3.2,3.25,2.2
E0,Aston Villa,Arsenal,0,1,11,10,6,5,3.6,3.3,2
E0,Man City,Chelsea,0,1,8,5,2,3,7,3.75,1.5
E0,Blackburn,West Ham,1,2,9,10,3,7,1.72,3.5,4.75
E0,Chelsea,Sheffield United,3,0,13,7,8,4,1.16,6.5,15
E0,Man United,Bolton,4,1,15,7,7,0,1.3,5,9
E0,Middlesbrough,Man City,0,2,11,14,5,8,1.95,3.3,3.8
E0,Reading,Portsmouth,0,0,5,10,0,5,2,3.3,3.6
E0,Tottenham,Watford,3,1,17,2,11,2,1.4,4,7
E0,Wigan,Fulham,0,0,6,3,3,0,2.1,3.25,3.4
E0,Aston Villa,Liverpool,0,0,9,7,3,3,4,3.25,1.9
E0,Charlton,Newcastle,2,0,10,12,4,6,2.4,3.25,2.8
E0,Everton,Arsenal,1,0,11,18,4,9,3.1,3.3,2.2
E0,Bolton,Sheffield United,1,0,19,7,12,4,1.61,3.6,5.5
E0,Charlton,Wigan,1,0,4,6,1,1,2.1,3.25,3.4
E0,Fulham,Portsmouth,1,1,13,10,9,7,2.3,3.25,3
E0,Liverpool,Arsenal,4,1,12,11,7,3,2.2,3.2,3.25
E0,Man United,Blackburn,4,1,27,6,17,3,1.33,4.5,9.5
E0,Newcastle,Man City,0,1,15,7,6,5,1.9,3.3,4
E0,Watford,Chelsea,0,1,12,13,6,8,9.5,4.5,1.33
E0,West Ham,Middlesbrough,2,0,9,10,6,3,2.2,3.2,3.25
E0,Tottenham,Reading,1,0,18,6,7,3,1.72,3.4,5
E0,Aston Villa,Everton,1,1,17,18,10,8,2.37,3.2,2.9
E0,Everton,Fulham,4,1,14,15,10,8,1.66,3.4,5.5
E0,Man City,Charlton,0,0,13,3,6,1,2.1,3.2,3.5
E0,Arsenal,West Ham,0,1,29,6,15,5,1.4,4.33,7.5
E0,Blackburn,Aston Villa,1,2,10,9,3,7,2,3.2,3.75
E0,Chelsea,Tottenham,1,0,11,6,8,5,1.44,4,7.5
E0,Middlesbrough,Watford,4,1,24,6,14,3,1.61,3.6,5.5
E0,Portsmouth,Man United,2,1,14,15,9,7,6,4,1.5
E0,Reading,Liverpool,1,2,8,4,4,3,3.8,3.4,1.9
E0,Sheffield United,Newcastle,1,2,17,10,11,3,2.37,3.25,2.87
E0,Wigan,Bolton,1,3,17,10,9,9,2.5,3.25,2.7
E0,Aston Villa,Wigan,1,1,13,2,7,1,1.9,3.25,4
E0,Bolton,Everton,1,1,7,9,4,7,2.1,3.2,3.4
E0,Charlton,Reading,0,0,8,14,5,6,2.25,3.25,3.1
E0,Fulham,Man City,1,3,12,7,5,5,2.2,3.25,3.2
E0,Newcastle,Arsenal,0,0,8,6,4,2,3.2,3.25,2.2
E0,Watford,Portsmouth,4,2,15,10,10,6,3,3.25,2.3
E0,Arsenal,Bolton,2,1,19,6,9,2,1.66,3.6,5
E0,Man City,Liverpool,0,0,7,11,1,3,4,3.5,1.83
E0,Middlesbrough,Aston Villa,1,3,13,9,5,7,2.1,3.25,3.4
E0,Portsmouth,Newcastle,2,1,21,7,7,3,2.1,3.25,3.4
E0,Reading,Fulham,1,0,12,13,6,5,1.9,3.25,4
E0,Sheffield United,West Ham,3,0,6,11,5,3,2.4,3.25,2.8
E0,Everton,Charlton,2,1,18,7,11,4,1.72,3.5,4.75
E0,Wigan,Tottenham,3,3,21,10,11,6,3,3.3,2.25
E0,Arsenal,Man City,3,1,12,9,10,6,1.4,4.33,7.5
E0,Man United,Sheffield United,2,0,13,10,10,3,1.14,7,17
E0,Blackburn,Watford,3,1,18,4,10,4,1.61,3.6,5.5
E0,Liverpool,Middlesbrough,2,0,18,5,7,2,1.36,4.5,8
E0,West Ham,Chelsea,1,4,14,14,10,7,7,4.2,1.44
E0,Bolton,Reading,1,3,18,10,15,7,1.83,3.3,4.33
E0,Charlton,Sheffield United,1,1,10,15,2,10,2.05,3.25,3.6
E0,Fulham,Blackburn,1,1,13,18,6,9,2.25,3.2,3.1
E0,Liverpool,Wigan,2,0,23,4,12,3,1.36,4.5,8
E0,Man United,Middlesbrough,1,1,21,10,9,5,1.2,6,13
E0,Tottenham,Arsenal,2,2,7,17,3,5,2.7,3.25,2.5
E0,Watford,Man City,1,1,4,4,1,1,2.62,3.25,2.6
E0,West Ham,Everton,1,0,15,10,7,2,2.4,3.4,2.75
E0,Aston Villa,Portsmouth,0,0,17,5,8,2,2.2,2.5,3.2
E0,Newcastle,Chelsea,0,0,11,12,3,4,6,3.8,1.53
E0,Blackburn,Charlton,4,1,16,8,9,3,2.1,3.25,3.4
E0,Chelsea,Bolton,2,2,11,6,3,3,1.28,5,10
E0,Everton,Man United,2,4,8,18,3,12,5,3.6,1.66
E0,Man City,Aston Villa,0,2,14,15,7,7,2.3,3.25,3
E0,Middlesbrough,Tottenham,2,3,16,11,8,5,2.7,3.25,2.5
E0,Portsmouth,Liverpool,2,1,9,11,7,4,3.2,3.25,2.2
E0,Sheffield United,Watford,1,0,11,13,6,3,1.57,3.8,5.5
E0,Wigan,West Ham,0,3,9,12,6,7,2.1,3.25,3.4
E0,Arsenal,Fulham,3,1,10,7,5,1,1.33,4.5,9.5
E0,Reading,Newcastle,1,0,13,18,8,11,2,3.3,3.6
E0,Aston Villa,Sheffield United,3,0,19,9,11,2,1.9,3.4,4
E0,Everton,Portsmouth,3,0,13,12,7,5,1.95,3.3,3.8
E0,Fulham,Liverpool,1,0,7,9,5,5,3.2,3.25,2.2
E0,Man City,Man United,0,1,4,6,3,3,6,4,1.5
E0,Newcastle,Blackburn,0,2,14,8,6,6,2.25,3.3,3
E0,Reading,Watford,0,2,15,4,7,4,1.4,4.33,7.5
E0,West Ham,Bolton,3,1,9,8,6,3,2.15,3.25,3.3
E0,Wigan,Middlesbrough,0,1,15,7,7,3,2.1,3.25,3.4
E0,Arsenal,Chelsea,1,1,7,9,4,4,2.7,3.25,2.5
E0,Charlton,Tottenham,0,2,7,9,4,6,2.87,3.25,2.37
E0,Chelsea,Man United,0,0,15,5,10,0,2.1,3.2,3.2
E0,Tottenham,Blackburn,1,1,15,10,7,4,1.8,3.4,4.33
E0,Blackburn,Reading,3,3,15,12,6,7,2,3.4,3.5
E0,Bolton,Aston Villa,2,2,10,8,2,3,1.86,3.4,4
E0,Chelsea,Everton,1,1,14,8,10,5,1.72,3.5,4.75
E0,Liverpool,Charlton,2,2,22,8,7,4,1.36,4.5,8
E0,Man United,West Ham,0,1,28,6,20,4,1.57,3.6,6
