Div,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,BOH,BOD,BOA
E0,Aston Villa,Fulham,2,0,11,7,5,1,1.8,3.3,4.5
E0,Chelsea,Blackburn,4,0,17,7,13,4,1.28,5,10
E0,Crystal Palace,West Brom,3,0,11,11,4,6,2.3,3.25,3
E0,Liverpool,Charlton,2,0,17,3,7,1,1.5,3.6,7.5
E0,Norwich,Everton,2,3,22,13,10,9,2.75,3.2,2.5
E0,Tottenham,Bolton,1,2,8,6,5,4,1.9,3.25,4
E0,Man United,Arsenal,2,0,11,12,5,6,2.62,3,2.75
E0,Middlesbrough,Portsmouth,1,1,26,3,11,1,1.66,3.4,5.5
E0,Newcastle,Man City,4,3,16,11,11,6,1.66,3.4,5.5
E0,Southampton,Birmingham,0,0,6,8,1,2,2.5,3.2,2.75
E0,Arsenal,Southampton,2,2,14,7,9,4,1.16,6.5,15
E0,Birmingham,Crystal Palace,0,1,16,4,11,1,1.83,3.25,4.5
E0,Blackburn,Liverpool,2,2,8,13,7,9,5,3.1,1.8
E0,Charlton,Middlesbrough,1,2,8,11,7,7,2.6,3.2,2.62
E0,Everton,Aston Villa,1,1,20,9,8,5,2.1,3.2,3.5
E0,Fulham,Tottenham,2,0,8,5,4,1,2.5,3.2,2.75
E0,Portsmouth,Man United,2,0,11,20,7,9,5.5,3.4,1.66
E0,West Brom,Chelsea,1,4,12,19,9,9,7.5,4,1.44
E0,Bolton,Newcastle,2,1,17,5,11,4,2.5,3.2,2.75
E0,Man City,Norwich,1,1,19,10,11,5,1.72,3.4,5
E0,Aston Villa,Portsmouth,3,0,10,7,9,2,1.83,3.3,4.33
E0,Chelsea,Everton,1,0,12,3,3,1,1.4,4,9
E0,Crystal Palace,Arsenal,1,1,3,19,1,13,7.5,4,1.44
E0,Liverpool,Birmingham,0,1,17,6,8,1,1.5,3.6,7.5
E0,Norwich,Blackburn,1,1,12,15,5,9,2.3,3.25,3
E0,Southampton,West Brom,2,2,11,10,6,5,2,3.2,3.75
E0,Tottenham,Charlton,2,3,19,3,11,3,1.9,3.1,4.33
E0,Man United,Man City,0,0,15,3,10,1,1.4,4,9
E0,Middlesbrough,Bolton,1,1,14,7,5,4,2,3.2,3.75
E0,Newcastle,Fulham,1,4,26,11,20,7,1.57,3.5,6.5
E0,Birmingham,Everton,0,1,15,9,4,8,2.37,3.1,3
E0,Bolton,Aston Villa,1,2,15,10,7,5,2.25,3.2,3.1
E0,Charlton,Norwich,4,0,16,8,11,4,1.8,3.1,5
E0,Fulham,Chelsea,1,4,7,16,2,11,6,3.2,1.66
E0,Liverpool,Crystal Palace,3,2,18,4,5,4,1.5,3.5,8
E0,Man City,Blackburn,1,1,8,11,7,2,1.8,3.4,4.5
E0,Southampton,Portsmouth,2,1,11,13,5,6,2.4,3.2,2.87
E0,Tottenham,Arsenal,4,5,10,10,7,6,5.5,3.2,1.72
E0,Newcastle,Man United,1,3,13,12,7,7,3,3.25,2.3
E0,West Brom,Middlesbrough,1,2,16,11,6,7,3.1,3.1,2.3
E0,Arsenal,West Brom,1,1,11,4,4,2,1.16,6.5,15
E0,Chelsea,Bolton,2,2,17,10,11,5,1.36,4.33,9
E0,Crystal Palace,Newcastle,0,2,7,17,5,9,3.1,3.2,2.25
E0,Everton,Fulham,1,0,13,6,7,4,1.83,3.25,4.5
E0,Man United,Charlton,2,0,20,5,11,2,1.33,4.5,9.5
E0,Middlesbrough,Liverpool,2,0,14,17,6,10,2.5,3.2,2.75
E0,Norwich,Southampton,2,1,9,14,8,7,2.37,3.1,3
E0,Portsmouth,Man City,1,3,9,18,7,13,2.3,3.25,3
E0,Blackburn,Birmingham,3,3,15,8,10,5,2.3,3.1,3.1
E0,Aston Villa,Tottenham,1,0,9,11,5,6,2,3.2,3.75
E0,Birmingham,Norwich,1,1,16,7,10,3,1.83,3.25,4.5
E0,Bolton,Portsmouth,0,1,19,8,10,4,1.61,3.4,6
E0,Charlton,Chelsea,0,4,8,16,4,12,6.5,3.5,1.57
E0,Fulham,Blackburn,0,2,12,17,6,4,1.9,3.3,4
E0,Man City,Aston Villa,2,0,11,7,6,3,2.3,3.25,3
E0,Southampton,Crystal Palace,2,2,15,11,8,8,2,3.2,3.75
E0,West Brom,Man United,0,3,3,18,2,9,7,3.6,1.53
E0,Liverpool,Arsenal,2,1,11,3,7,2,3.4,3.25,2.1
E0,Newcastle,Everton,1,1,19,7,9,3,1.83,3.25,4.5
E0,Tottenham,Middlesbrough,2,0,14,8,9,3,2.5,3.1,2.8
E0,Arsenal,Birmingham,3,0,7,2,4,1,1.33,4.5,9.5
E0,Aston Villa,Liverpool,1,1,3,12,2,7,2.5,3.2,2.75
E0,Blackburn,Tottenham,0,1,12,10,7,8,2.5,3.2,2.75
E0,Chelsea,Newcastle,4,0,14,9,9,5,1.44,4,7.5
E0,Everton,Bolton,3,2,12,10,3,6,2,3.2,3.75
E0,Man United,Southampton,3,0,34,4,14,0,1.22,5.5,13
E0,Norwich,Fulham,0,1,10,15,4,9,2.37,3.25,2.87
E0,Portsmouth,West Brom,3,2,14,10,10,4,1.83,3.3,4.33
E0,Crystal Palace,Charlton,0,1,5,11,3,7,2.37,3.2,2.9
E0,Middlesbrough,Man City,3,2,11,9,7,6,1.83,3.25,4.5
E0,Crystal Palace,Blackburn,0,0,8,16,1,8,2.3,3.25,3
E0,Everton,Liverpool,1,0,6,16,2,5,2.6,3.2,2.62
E0,Man City,Tottenham,0,1,8,5,3,2,2.1,3.25,3.4
E0,Newcastle,Portsmouth,1,1,15,6,2,3,1.57,3.5,6.5
E0,Norwich,Bolton,3,2,9,4,4,3,2.75,3.2,2.5
E0,Southampton,Middlesbrough,2,2,16,15,5,7,2.87,3.2,2.4
E0,West Brom,Charlton,0,1,7,8,4,2,2.5,3.1,2.8
E0,Arsenal,Chelsea,2,2,10,10,5,5,2.5,3.1,2.8
E0,Aston Villa,Birmingham,1,2,9,9,3,5,2,3.1,4
E0,Fulham,Man United,1,1,7,14,3,6,6.5,3.5,1.57
E0,Liverpool,Portsmouth,1,1,12,7,7,4,1.44,4,7.5
E0,Birmingham,West Brom,4,0,7,11,5,9,1.8,3.1,5
E0,Blackburn,Everton,0,0,13,5,9,2,2.75,3.2,2.5
E0,Bolton,Man City,0,1,14,6,6,2,2.2,3.2,3.25
E0,Chelsea,Norwich,4,0,12,1,8,0,1.16,6.5,15
E0,Man United,Crystal Palace,5,2,19,4,14,3,1.22,5.5,13
E0,Middlesbrough,Aston Villa,3,0,9,14,8,6,1.9,3.1,4.33
E0,Tottenham,Southampton,5,1,18,7,12,4,1.72,3.4,5
E0,Liverpool,Newcastle,3,1,15,7,5,3,1.9,3.1,4.33
E0,Portsmouth,Arsenal,0,1,11,13,5,5,6.5,3.5,1.57
E0,Charlton,Fulham,2,1,8,6,5,4,2,3.2,3.75
E0,Arsenal,Fulham,2,0,11,2,8,1,1.25,5,13
E0,Birmingham,Middlesbrough,2,0,11,9,10,6,2.62,3.2,2.62
E0,Blackburn,Newcastle,2,2,21,5,11,3,2.6,3.25,2.6
E0,Chelsea,Aston Villa,1,0,14,9,7,7,1.3,4.5,12
E0,Crystal Palace,Portsmouth,0,1,18,11,10,6,2.5,3.2,2.75
E0,Everton,Man City,2,1,9,10,6,6,1.9,3.25,4
E0,Man United,Bolton,2,0,14,8,7,1,1.28,5,10
E0,Norwich,Tottenham,0,2,13,16,8,9,3,3.25,2.3
E0,Southampton,Charlton,0,0,12,15,4,5,2.6,3.25,2.6
E0,West Brom,Liverpool,0,5,2,16,1,8,5.5,3.4,1.66
E0,Aston Villa,Man United,0,1,8,15,6,7,4.75,3.5,1.72
E0,Bolton,Blackburn,0,1,13,7,5,5,2,3.2,3.75
E0,Charlton,Everton,2,0,12,5,8,3,2.62,3.2,2.6
E0,Fulham,Birmingham,2,3,10,6,7,5,2.37,3.2,2.9
E0,Liverpool,Southampton,1,0,19,3,11,2,1.36,4.33,9
E0,Man City,West Brom,1,1,11,0,4,0,1.53,3.75,6.5
E0,Middlesbrough,Norwich,2,0,17,10,11,2,1.5,3.75,7
E0,Portsmouth,Chelsea,0,2,4,12,2,9,6.5,3.75,1.53
E0,Tottenham,Crystal Palace,1,1,17,11,14,7,1.57,3.5,6.5
E0,Newcastle,Arsenal,0,1,9,13,5,6,3.75,3.5,1.9
E0,Aston Villa,Blackburn,1,0,11,9,3,4,1.9,3.1,4.33
E0,Bolton,West Brom,1,1,25,11,15,7,1.66,3.4,5.5
E0,Charlton,Arsenal,1,3,7,8,4,5,6,3.4,1.61
E0,Fulham,Crystal Palace,3,1,12,7,6,3,2,3.2,3.75
E0,Liverpool,Chelsea,0,1,14,8,7,7,3.1,3.2,2.25
E0,Man City,Southampton,2,1,15,6,8,1,1.72,3.4,5
E0,Middlesbrough,Man United,0,2,6,13,2,7,3.5,3.2,2.1
E0,Newcastle,Birmingham,2,1,8,10,4,8,1.9,3.1,4.33
E0,Portsmouth,Norwich,1,1,14,6,6,5,1.66,3.4,5.5
E0,Tottenham,Everton,5,2,14,6,12,3,2.25,3.2,3.1
E0,Blackburn,Charlton,1,0,16,9,11,6,2.3,3.2,2.7
E0,Crystal Palace,Aston Villa,2,0,14,12,9,6,2.5,3.2,2.5
E0,Norwich,Liverpool,1,2,7,11,4,6,4.33,3.4,1.66
E0,West Brom,Newcastle,0,0,8,12,5,7,3.6,3.4,1.83
E0,Arsenal,Man City,1,1,13,5,9,4,1.28,4.5,9
E0,Birmingham,Bolton,1,2,14,11,8,6,1.8,3.25,4
E0,Chelsea,Middlesbrough,2,0,14,2,10,1,1.36,4,7.5
E0,Everton,Portsmouth,2,1,17,9,7,6,1.72,3.25,4.33
E0,Man United,Tottenham,0,0,23,7,16,5,1.4,3.75,7.5
E0,Southampton,Fulham,3,3,8,12,5,7,2.37,3.2,2.62
E0,Aston Villa,Norwich,3,0,22,7,10,1,1.72,3.4,5
E0,Bolton,Arsenal,1,0,9,11,3,7,6.5,3.5,1.57
E0,Charlton,Birmingham,3,1,10,10,6,6,2.2,3.1,3.4
E0,Liverpool,Man United,0,1,13,5,5,2,2.62,3.2,2.6
E0,Man City,Crystal Palace,3,1,16,7,9,2,1.72,3.4,5
E0,Newcastle,Southampton,2,1,22,9,17,6,1.57,3.5,6.5
E0,Portsmouth,Blackburn,0,1,11,14,1,6,2.2,3.1,3.4
E0,Tottenham,Chelsea,0,2,12,12,4,5,4.5,3.25,1.83
E0,Fulham,West Brom,1,0,8,7,4,6,1.8,3.1,5
E0,Middlesbrough,Everton,1,1,18,13,12,5,2.2,3.1,3.4
E0,Birmingham,Fulham,1,2,8,6,5,3,1.9,3.1,4.33
E0,Chelsea,Portsmouth,3,0,14,9,9,5,1.2,6,13
E0,Crystal Palace,Tottenham,3,0,8,12,7,6,3.1,3.2,2.25
E0,Everton,Charlton,0,1,12,4,7,3,1.83,3.3,4.33
E0,Man United,Aston Villa,3,1,18,10,11,6,1.33,4.5,9.5
E0,Norwich,Middlesbrough,4,4,17,22,9,15,3.1,3.2,2.25
E0,Southampton,Liverpool,2,0,11,11,7,2,4.5,3.25,1.83
E0,West Brom,Man City,2,0,13,11,6,5,3,3.25,2.3
E0,Arsenal,Newcastle,1,0,13,4,8,1,1.44,4,7.5
E0,Blackburn,Bolton,0,1,9,6,4,3,2.3,3.1,3.1
E0,Arsenal,Man United,2,4,11,10,10,9,2.25,3.1,3.2
E0,Bolton,Tottenham,3,1,15,11,9,5,2.37,3.25,2.87
E0,Charlton,Liverpool,1,2,4,19,3,7,2.87,3.2,2.4
E0,Portsmouth,Middlesbrough,2,1,14,9,5,2,2.6,3.2,2.62
E0,West Brom,Crystal Palace,2,2,12,4,7,4,2.2,3.2,3.25
E0,Birmingham,Southampton,2,1,12,6,4,3,1.9,3.1,4.33
E0,Blackburn,Chelsea,0,1,11,6,2,3,7,3.75,1.5
E0,Everton,Norwich,1,0,18,11,4,6,1.57,3.4,7
E0,Fulham,Aston Villa,1,1,12,12,3,2,2.25,3.2,3.1
E0,Man City,Newcastle,1,1,5,3,1,1,2.37,3.25,2.87
E0,Aston Villa,Arsenal,1,3,5,15,1,6,4.5,3.4,1.8
E0,Crystal Palace,Bolton,0,1,17,9,7,6,2.5,3.25,2.75
E0,Liverpool,Fulham,3,1,10,6,7,2,1.5,3.75,7
E0,Man United,Birmingham,2,0,17,7,11,1,1.28,5,10
E0,Middlesbrough,Blackburn,1,0,13,6,7,3,1.8,3.4,4.5
E0,Newcastle,Charlton,1,1,21,8,10,2,1.8,3.4,4.5
E0,Norwich,West Brom,3,2,13,15,7,8,2.3,3.25,3
E0,Tottenham,Portsmouth,3,1,18,6,10,3,1.72,3.4,5
E0,Chelsea,Man City,0,0,11,5,8,2,1.25,5.5,11
E0,Southampton,Everton,2,2,21,8,9,4,2.63,3.2,2.63
E0,Birmingham,Liverpool,2,0,5,6,3,2,3.2,3.2,2.2
E0,Blackburn,Norwich,3,0,18,9,13,6,1.8,3.4,4.5
E0,Bolton,Middlesbrough,0,0,13,5,8,2,2.1,3.2,3.5
E0,Everton,Chelsea,0,1,4,25,2,11,4.5,3.25,1.83
E0,Portsmouth,Aston Villa,1,2,9,6,3,4,2.3,3.25,3
E0,Man City,Man United,0,2,9,10,3,3,4.5,3.4,1.8
E0,Arsenal,Crystal Palace,5,1,17,6,12,3,1.22,5.5,13
E0,West Brom,Southampton,0,0,9,11,4,7,2.3,3.25,3
E0,Aston Villa,Everton,1,3,9,15,6,9,2.25,3.2,3.1
E0,Crystal Palace,Birmingham,2,0,8,9,2,5,2.6,3.2,2.62
E0,Man United,Portsmouth,2,1,13,8,6,4,1.22,5.5,13
E0,Southampton,Arsenal,1,1,10,17,3,12,6.5,3.5,1.57
E0,Tottenham,Fulham,2,0,18,8,8,5,1.8,3.1,5
E0,Middlesbrough,Charlton,2,2,21,5,18,2,1.9,3.1,4.33
E0,Newcastle,Bolton,2,1,14,4,9,2,1.83,3.3,4.33
E0,Norwich,Man City,2,3,5,17,4,10,2.6,3.2,2.62
E0,Arsenal,Portsmouth,3,0,11,5,6,2,1.36,4.33,9
E0,Aston Villa,Middlesbrough,2,0,8,5,4,1,2.3,3.25,3
E0,Crystal Palace,Man United,0,0,2,16,1,9,7.5,3.6,1.5
E0,Fulham,Charlton,0,0,10,9,5,6,2.3,3.25,3
E0,Newcastle,Liverpool,1,0,13,6,4,3,2.4,3.2,2.87
E0,Norwich,Chelsea,1,3,8,23,5,13,7.5,4.33,1.4
E0,Southampton,Tottenham,1,0,9,13,4,8,2.5,3.2,2.75
E0,Everton,Blackburn,0,1,12,11,4,5,1.72,3.4,5
E0,West Brom,Birmingham,2,0,12,7,7,0,2.75,3.2,2.5
E0,Man City,Bolton,0,1,8,11,3,3,2.25,3.2,3.1
E0,Chelsea,West Brom,1,0,23,7,11,4,1.2,6,13
E0,Charlton,Tottenham,2,0,5,7,2,4,2.37,3.25,2.87
E0,Liverpool,Blackburn,0,0,7,5,2,2,1.57,3.5,6.5
E0,Blackburn,Arsenal,0,1,9,10,2,8,4.5,3.4,1.8
E0,Bolton,Norwich,1,0,16,6,10,2,1.57,3.6,6
E0,Charlton,West Brom,1,4,8,14,5,9,1.66,3.4,5.5
E0,Chelsea,Crystal Palace,4,1,20,6,13,3,1.2,6,13
E0,Man United,Fulham,1,0,19,10,12,6,1.25,5,13
E0,Portsmouth,Newcastle,1,1,13,11,6,6,2.75,3.2,2.5
E0,Tottenham,Man City,2,1,12,11,9,7,1.83,3.3,4.33
E0,Birmingham,Aston Villa,2,0,10,5,4,4,2.3,3.1,3.1
E0,Liverpool,Everton,2,1,15,4,8,2,1.9,3.1,4.33
E0,Middlesbrough,Southampton,1,3,14,12,8,7,1.8,3.4,4.5
E0,Arsenal,Norwich,4,1,21,3,15,1,1.2,6,13
E0,Birmingham,Tottenham,1,1,14,9,7,5,2.37,3.2,2.9
E0,Charlton,Man City,2,2,9,16,3,8,2,3.2,3.75
E0,Crystal Palace,Middlesbrough,0,1,23,7,13,5,2.37,3.2,2.9
E0,Liverpool,Bolton,1,0,10,13,7,5,1.83,3.25,4.5
E0,Man United,Blackburn,0,0,23,9,9,3,1.28,5,10
E0,Newcastle,Aston Villa,0,3,20,8,12,5,1.72,3.4,5
E0,Southampton,Chelsea,1,3,4,12,3,8,6.5,3.5,1.57
E0,Fulham,Portsmouth,3,1,12,8,7,4,2.1,3.25,3.4
E0,West Brom,Everton,1,0,8,8,4,2,2.75,3.2,2.5
E0,Blackburn,Southampton,3,0,15,9,8,3,2.1,3.2,3.5
E0,Bolton,Fulham,3,1,15,7,10,4,1.72,3.4,5
E0,Chelsea,Birmingham,1,1,19,2,12,1,1.25,5.5,11
E0,Man City,Liverpool,1,0,11,6,8,1,2.87,3.2,2.4
E0,Middlesbrough,Arsenal,0,1,9,7,6,1,5,3.1,1.8
E0,Norwich,Man United,2,0,7,16,5,8,7.5,4,1.44
E0,Portsmouth,Charlton,4,2,13,8,9,4,2.3,3.25,3
E0,Aston Villa,West Brom,1,1,14,7,7,5,1.83,3.25,4.5
E0,Everton,Crystal Palace,4,0,13,11,8,3,1.66,3.4,5.5
E0,Tottenham,Newcastle,1,0,19,6,6,3,2.1,3.25,3.4
E0,Birmingham,Portsmouth,0,0,9,5,4,4,1.9,3.1,4.33
E0,Charlton,Bolton,1,2,18,11,10,5,2.4,3.2,2.87
E0,Crystal Palace,Norwich,3,3,12,12,10,8,2,3.2,3.75
E0,Fulham,Man City,1,1,8,7,3,3,2.3,3.25,3
E0,Liverpool,Tottenham,2,2,18,9,7,6,1.83,3.25,4.5
E0,Southampton,Aston Villa,2,3,16,11,8,7,2.2,3.2,3.25
E0,Bolton,Southampton,1,1,22,5,16,4,1.61,3.6,5.5
E0,Middlesbrough,Fulham,1,1,8,7,4,2,1.83,3.3,4.33
E0,Aston Villa,Charlton,0,0,13,12,5,3,1.9,3.1,4.33
E0,Blackburn,Crystal Palace,1,0,18,4,7,3,1.9,3.3,4
E0,Chelsea,Arsenal,0,0,9,6,3,4,2.1,3.2,3.5
E0,Everton,Man United,1,0,7,16,3,11,4,3.3,1.9
E0,Man City,Birmingham,3,0,8,5,4,1,2,3.2,3.75
E0,Norwich,Newcastle,2,1,15,24,8,10,2.5,3.4,2.62
E0,Portsmouth,Liverpool,1,2,8,19,6,12,3.2,3.25,2.2
E0,Tottenham,West Brom,1,1,15,10,5,4,1.66,3.4,5.5
E0,Aston Villa,Bolton,1,1,13,12,10,6,2.37,3.25,2.87
E0,Blackburn,Man City,0,0,11,7,5,1,2.3,3.25,3
E0,Chelsea,Fulham,3,1,12,10,7,4,1.28,5,10
E0,Crystal Palace,Liverpool,1,0,6,9,3,7,3.75,3.5,1.9
E0,Everton,Birmingham,1,1,11,9,6,4,1.66,3.4,5.5
E0,Middlesbrough,West Brom,4,0,12,15,8,9,1.9,3.3,4
E0,Norwich,Charlton,1,0,13,11,6,6,2.25,3.4,3
E0,Man United,Newcastle,2,1,18,11,10,5,1.36,4.5,8.5
E0,Portsmouth,Southampton,4,1,18,11,8,8,2.25,3.25,3.1
E0,Arsenal,Tottenham,1,0,12,7,3,1,1.5,3.75,7
E0,West Brom,Blackburn,1,1,9,14,3,7,2.1,3.25,3.5
E0,Newcastle,Middlesbrough,0,0,11,5,5,3,2.25,3.25,3.1
E0,Birmingham,Blackburn,2,1,10,5,6,1,2.2,3.2,3.25
E0,Bolton,Chelsea,0,2,14,8,6,5,3.75,3.2,2
E0,Fulham,Everton,2,0,11,11,6,4,2.75,3.2,2.5
E0,Liverpool,Middlesbrough,1,1,12,6,6,3,1.72,3.4,5
E0,Man City,Portsmouth,2,0,13,7,7,3,1.72,3.4,5
E0,Newcastle,Crystal Palace,0,0,16,7,9,3,1.83,3.3,4.33
E0,Southampton,Norwich,4,3,15,14,9,7,2,3.4,3.5
E0,Charlton,Man United,0,4,6,18,4,12,6,3.4,1.61
E0,Tottenham,Aston Villa,5,1,20,4,14,3,1.9,3.3,4
E0,West Brom,Arsenal,0,2,7,8,3,5,5,3.6,1.66
E0,Fulham,Newcastle,1,3,6,4,3,3,2.2,3.4,2.75
E0,Aston Villa,Man City,1,2,15,10,8,4,2.37,3.25,2.87
E0,Blackburn,Fulham,1,3,13,8,6,6,2.1,3.25,3.4
E0,Chelsea,Charlton,1,0,15,6,6,3,1.28,5,10
E0,Crystal Palace,Southampton,2,2,14,7,6,3,2.2,3.4,3
E0,Everton,Newcastle,2,0,8,9,6,4,1.72,3.4,5
E0,Man United,West Brom,1,1,27,2,14,0,1.3,5,9
E0,Middlesbrough,Tottenham,1,0,16,5,8,2,2.25,3.2,3.1
E0,Norwich,Birmingham,1,0,8,22,4,9,1.9,3.5,3.75
E0,Portsmouth,Bolton,1,1,9,12,4,4,2.75,3.4,2.4
E0,Arsenal,Liverpool,3,1,11,11,8,6,1.72,3.4,5
E0,Man United,Chelsea,1,3,15,7,9,6,2.2,3.25,3.2
E0,Arsenal,Everton,7,0,19,7,12,3,1.61,3.6,5.5
